vocab_id,token,token_repr,origin_tokenizer,token_type,merge_parts,rrf_score
74062,ĠcategoryId,'ĠcategoryId',qwen,merge,'Ġcategory' + 'Id',3.401476240688459e-05
74063,Ġgroves,'Ġgroves',deepseek_llm,merge,'Ġgro' + 'ves',3.401474666349679e-05
74064,ĠiPads,'ĠiPads',deepseek_llm,merge,'ĠiP' + 'ads',3.401440511130453e-05
74066,á»§a,'á»§a',qwen,merge,'á»§' + 'a',3.4013026989336914e-05
74071,Ġcystic,'Ġcystic',mistral,merge,'Ġcyst' + 'ic',3.4010197244952774e-05
74072,Cite,'Cite',bytedance_ouro,merge,'C' + 'ite',3.401013502023603e-05
74078,ĠStringField,'ĠStringField',qwen,merge,'ĠString' + 'Field',3.400955668542861e-05
74081,Ġcrumbling,'Ġcrumbling',deepseek_llm,merge,'Ġcr' + 'umbling',3.400700164139099e-05
74086,Ġacetyl,'Ġacetyl',mistral,merge,'Ġacet' + 'yl',3.400212217360806e-05
74088,Ġsweeteners,'Ġsweeteners',bytedance_ouro,merge,'Ġsweet' + 'eners',3.399972800217598e-05
74097,ollowing,'ollowing',mistral,merge,'ollo' + 'wing',3.3993949077064285e-05
74099,iography,'iography',bytedance_ouro,merge,'i' + 'ography',3.399163805703797e-05
74100,ĠpolÃŃtics,'ĠpolÃŃtics',deepseek_code,merge,'Ġpol' + 'ÃŃtics',3.399048266485384e-05
74114,bable,'bable',qwen,merge,'b' + 'able',3.398124235422047e-05
74116,lucent,'lucent',qwen,merge,'lu' + 'cent',3.397951035525578e-05
74117,Causes,'Causes',bytedance_ouro,merge,'C' + 'auses',3.397893306150187e-05
74119,rington,'rington',deepseek_llm,merge,'ring' + 'ton',3.397121987647215e-05
74127,/Library,'/Library',qwen,merge,'/L' + 'ibrary',3.3966237559865496e-05
74128,arResult,'arResult',qwen,merge,'ar' + 'Result',3.396393030601501e-05
74129,_INITIALIZ,'_INITIALIZ',qwen,merge,'_INIT' + 'IALIZ',3.396335354152869e-05
74135,soluble,'soluble',bytedance_ouro,merge,'sol' + 'uble',3.396047001290498e-05
74137,Indigenous,'Indigenous',bytedance_ouro,merge,'Ind' + 'igenous',3.395931673854722e-05
74140,Ġ+++,'Ġ+++',qwen,merge,'Ġ+' + '++',3.3957586973869636e-05
74143,programming,'programming',deepseek_llm,merge,'program' + 'ming',3.395477750578798e-05
74158,ĠâĶľ,'ĠâĶľ',mistral,merge,'ĠâĶ' + 'ľ',3.3941389462212445e-05
74159,Ġredirection,'Ġredirection',deepseek_llm,merge,'Ġred' + 'irection',3.3940072626927506e-05
74164,ĠsearchData,'ĠsearchData',qwen,merge,'Ġsearch' + 'Data',3.3935116058096916e-05
74173,golden,'golden',deepseek_llm,merge,'gold' + 'en',3.477295940346092e-05
74176,Ġ{{\,'Ġ{{\\',deepseek_llm,merge,'Ġ{' + '{\\',3.3928413193618275e-05
74182,hicles,'hicles',bytedance_ouro,merge,'h' + 'icles',3.3922453271820615e-05
74185,.FixedSingle,'.FixedSingle',qwen,merge,'.Fixed' + 'Single',3.391842618502502e-05
74192,Ġstronghold,'Ġstronghold',deepseek_llm,merge,'Ġstrong' + 'hold',5.7788863341098464e-05
74194,Ġbloating,'Ġbloating',bytedance_ouro,merge,'Ġblo' + 'ating',3.3908650096639655e-05
74196,Ġscoff,'Ġscoff',deepseek_llm,merge,'Ġsc' + 'off',3.390691140964109e-05
74205,ĠEcol,'ĠEcol',deepseek_llm,merge,'ĠE' + 'col',3.390300758091074e-05
74210,Ġsweeps,'Ġsweeps',deepseek_llm,merge,'Ġswe' + 'eps',3.390024346745728e-05
74211,getTable,'getTable',qwen,merge,'get' + 'Table',3.3899454218787076e-05
74220,ureus,'ureus',bytedance_ouro,merge,'ure' + 'us',3.389370932754881e-05
74235,rusive,'rusive',bytedance_ouro,merge,'rus' + 'ive',3.38810774182619e-05
74242,ĠFixes,'ĠFixes',deepseek_llm,merge,'ĠFix' + 'es',3.387704445141736e-05
74244,.depend,'.depend',qwen,merge,'.de' + 'pend',3.387591253239384e-05
74256,"=""../../../../../../../","'=""../../../../../../../'",deepseek_llm,merge,"'=""../../../../../../' + '../'",3.387189648748433e-05
74257,Ġpsychiatry,'Ġpsychiatry',mistral,merge,'Ġpsychiat' + 'ry',3.387153684419877e-05
74260,ĠpageIndex,'ĠpageIndex',qwen,merge,'Ġpage' + 'Index',3.386902846691843e-05
74261,Ġstreaks,'Ġstreaks',deepseek_llm,merge,'Ġstre' + 'aks',3.386827600125834e-05
74267,ĉdataType,'ĉdataType',qwen,merge,'ĉdata' + 'Type',3.386444064410166e-05
74268,aviours,'aviours',qwen,merge,'avi' + 'ours',3.386329388259596e-05
74269,rquing,'rquing',deepseek_llm,merge,'rqu' + 'ing',3.386272053096746e-05
74271,ĠSovereign,'ĠSovereign',deepseek_llm,merge,'ĠSovere' + 'ign',3.386221772379375e-05
74272,intersect,'intersect',deepseek_llm,merge,'inter' + 'sect',3.386186536560017e-05
74276,ĠstringByAppending,'ĠstringByAppending',qwen,merge,'ĠstringBy' + 'Appending',3.386042731859276e-05
74277,ParseException,'ParseException',qwen,merge,'Parse' + 'Exception',3.385985406402899e-05
74278,Ġhydroxide,'Ġhydroxide',mistral,merge,'Ġhydro' + 'xide',3.385899627906873e-05
74286,.BorderColor,'.BorderColor',qwen,merge,'.Border' + 'Color',3.385297652296078e-05
74287,Ġexemplifies,'Ġexemplifies',bytedance_ouro,merge,'Ġexempl' + 'ifies',3.3852403520649966e-05
74289,.getTag,'.getTag',qwen,merge,'.get' + 'Tag',3.3850111705368625e-05
74294,ĠPlayerPrefs,'ĠPlayerPrefs',qwen,merge,'ĠPlayer' + 'Prefs',3.3847820200379094e-05
74295,ucson,'ucson',qwen,merge,'uc' + 'son',3.384667456422407e-05
74297,Ġextruder,'Ġextruder',bytedance_ouro,merge,'Ġextr' + 'uder',3.3845529005618355e-05
74305,zzarella,'zzarella',deepseek_llm,merge,'zz' + 'arella',3.384227672886496e-05
74306,Ġesl,'Ġesl',deepseek_llm,merge,'Ġes' + 'l',3.384097601556365e-05
74307,lfloor,'lfloor',deepseek_llm,merge,'l' + 'floor',3.3840298342731e-05
74310,Ġsolvers,'Ġsolvers',deepseek_llm,merge,'Ġsol' + 'vers',3.383867519073827e-05
74311,ypo,'ypo',qwen,merge,'yp' + 'o',3.3838084764402335e-05
74315,stringLiteral,'stringLiteral',qwen,merge,'string' + 'Literal',3.383522246658772e-05
74319,Ġmarshm,'Ġmarshm',deepseek_llm,merge,'Ġmarsh' + 'm',3.3834280311533515e-05
74322,Ġstarved,'Ġstarved',deepseek_llm,merge,'Ġstar' + 'ved',3.3830270871053756e-05
74323,currentIndex,'currentIndex',qwen,merge,'current' + 'Index',3.383007155060133e-05
74330,filt,'filt',deepseek_llm,merge,'f' + 'ilt',3.3825696392658866e-05
74332,JsonIgnore,'JsonIgnore',qwen,merge,'Json' + 'Ignore',3.3825494275035095e-05
74337,ĠIPs,'ĠIPs',deepseek_llm,merge,'ĠIP' + 's',3.382102162099257e-05
74340,isNew,'isNew',qwen,merge,'is' + 'New',3.3819202543204033e-05
74341,interÃ¨s,'interÃ¨s',deepseek_code,merge,'inter' + 'Ã¨s',3.381805884342239e-05
74343,(requestCode,'(requestCode',qwen,merge,'(request' + 'Code',3.3817487022539354e-05
74351,ibName,'ibName',qwen,merge,'ib' + 'Name',3.381291315153257e-05
74354,ĠFileMode,'ĠFileMode',qwen,merge,'ĠFile' + 'Mode',3.381062667996551e-05
74356,Ġthoracic,'Ġthoracic',mistral,merge,'Ġthor' + 'acic',3.3810115411410575e-05
74357,Ġfolate,'Ġfolate',bytedance_ouro,merge,'Ġfol' + 'ate',3.381005511038983e-05
74358,Ġmarty,'Ġmarty',qwen,merge,'Ġm' + 'arty',3.381005511038983e-05
74359,getSize,'getSize',qwen,merge,'get' + 'Size',3.3807769025322016e-05
74361,ensory,'ensory',mistral,merge,'enso' + 'ry',3.3806828497976314e-05
74366,lien,'lien',deepseek_llm,merge,'li' + 'en',3.3799397999675906e-05
74367,ĠMcCorm,'ĠMcCorm',deepseek_llm,merge,'ĠMcC' + 'orm',3.3799215253101747e-05
74368,Ġlanterns,'Ġlanterns',deepseek_llm,merge,'Ġlan' + 'terns',3.379884864056876e-05
74372,Ġsneezing,'Ġsneezing',bytedance_ouro,merge,'Ġsne' + 'ezing',3.3795201081446433e-05
74380,>=Ġ,'>=Ġ',deepseek_code,merge,'>' + '=Ġ',3.3794059004427025e-05
74387,noxious,'noxious',deepseek_llm,merge,'no' + 'xious',3.3789019080800956e-05
74390,ĠCASCADE,'ĠCASCADE',deepseek_llm,merge,'ĠCAS' + 'CADE',3.378603846997095e-05
74395,ĠAssange,'ĠAssange',qwen,merge,'ĠAss' + 'ange',3.377693710734311e-05
74400,usages,'usages',deepseek_llm,merge,'us' + 'ages',3.3768958146723006e-05
74403,opon,'opon',deepseek_llm,merge,'op' + 'on',3.376486435273041e-05
74407,Ġinseparable,'Ġinseparable',deepseek_llm,merge,'Ġin' + 'separable',3.376172411276812e-05
74409,ĉImGui,'ĉImGui',qwen,merge,'ĉ' + 'ImGui',3.37609723160027e-05
74413,erokee,'erokee',qwen,merge,'ero' + 'kee',3.3758692863412326e-05
74414,seated,'seated',deepseek_llm,merge,'se' + 'ated',3.3758239244963715e-05
74422,Ġ(>=,'Ġ(>=',deepseek_llm,merge,'Ġ(' + '>=',3.375641371860653e-05
74424,}\).,'}\\).',mistral,merge,'}\\)' + '.',3.3755274261603375e-05
74425,ĠConservancy,'ĠConservancy',bytedance_ouro,merge,'ĠConserv' + 'ancy',3.3755274261603375e-05
74441,(SC,'(SC',qwen,merge,'(' + 'SC',3.3746161374143694e-05
74444,ĠNavajo,'ĠNavajo',bytedance_ouro,merge,'ĠNav' + 'ajo',3.3742745309758405e-05
74445,Ġragazza,'Ġragazza',mistral,merge,'Ġragaz' + 'za',3.374228572701685e-05
74451,(MenuItem,'(MenuItem',qwen,merge,'(Menu' + 'Item',3.373363918499528e-05
74452,ĠMonaster,'ĠMonaster',mistral,merge,'ĠMona' + 'ster',3.373168998461839e-05
74454,eylon,'eylon',deepseek_llm,merge,'ey' + 'lon',3.373111216031135e-05
74456,Ġatrophy,'Ġatrophy',mistral,merge,'Ġat' + 'rophy',3.373016068373953e-05
74470,isfile,'isfile',bytedance_ouro,merge,'is' + 'file',3.371998920960345e-05
74471,ploid,'ploid',mistral,merge,'plo' + 'id',3.371728231657939e-05
74473,ApiOperation,'ApiOperation',qwen,merge,'Api' + 'Operation',3.3716578441619744e-05
74475,leaved,'leaved',deepseek_llm,merge,'le' + 'aved',3.371459397461703e-05
74476,Ġgrassland,'Ġgrassland',bytedance_ouro,merge,'Ġgrass' + 'land',3.371430497960285e-05
74481,Ġhibern,'Ġhibern',bytedance_ouro,merge,'Ġhib' + 'ern',3.3710895361380795e-05
74482,ĠfindById,'ĠfindById',qwen,merge,'Ġfind' + 'ById',3.3709758975223326e-05
74485,})-,'})-',deepseek_llm,merge,'})' + '-',3.370942108694572e-05
74490,Ġsunken,'Ġsunken',deepseek_llm,merge,'Ġsun' + 'ken',3.370487162346936e-05
74492,roducing,'roducing',qwen,merge,'rodu' + 'cing',3.37029422668599e-05
74498,/dataTables,'/dataTables',qwen,merge,'/data' + 'Tables',3.370123852051563e-05
74500,ĠpÃłrqu,'ĠpÃłrqu',deepseek_code,merge,'Ġp' + 'Ãłrqu',3.369953494641774e-05
74502,)localObject,')localObject',qwen,merge,')' + 'localObject',3.369896712665757e-05
74503,Ġexcelled,'Ġexcelled',deepseek_llm,merge,'Ġexc' + 'elled',3.3698688683814845e-05
74504,"""../../../../../../../","'""../../../../../../../'",deepseek_code,merge,"'""../../../../../../' + '../'",3.3697263782180885e-05
74506,^@,'^@',deepseek_llm,merge,'^' + '@',3.369612831485662e-05
74510,Ġtreasurer,'Ġtreasurer',deepseek_llm,merge,'Ġtreasure' + 'r',3.369046849790454e-05
74512,Ġtyrann,'Ġtyrann',deepseek_llm,merge,'Ġtyr' + 'ann',3.368938124791385e-05
74515,EXTERNAL,'EXTERNAL',deepseek_llm,merge,'EX' + 'TERNAL',3.3688439709432514e-05
74516,?=,'?=',qwen,merge,'?' + '=',3.3685912551371016e-05
74517,veniles,'veniles',bytedance_ouro,merge,'ven' + 'iles',3.368364322285098e-05
74518,Ġoblivious,'Ġoblivious',deepseek_llm,merge,'Ġobliv' + 'ious',3.368212826678996e-05
74520,ĠURLWithString,'ĠURLWithString',qwen,merge,'ĠURL' + 'WithString',3.3679105482958374e-05
74522,contour,'contour',deepseek_llm,merge,'cont' + 'our',3.367757810722931e-05
74524,-mount,'-mount',qwen,merge,'-m' + 'ount',3.3674001986766115e-05
74527,Ġpersistently,'Ġpersistently',deepseek_llm,merge,'Ġpersist' + 'ently',3.367245023050012e-05
74528,ĠĠĠĠĠĠĠĠĠ|,'ĠĠĠĠĠĠĠĠĠ|',deepseek_code,merge,'ĠĠĠĠĠĠĠĠ' + 'Ġ|',3.367230116506162e-05
74533,RYPTO,'RYPTO',qwen,merge,'RYPT' + 'O',3.367060051516019e-05
74535,LOWER,'LOWER',deepseek_llm,merge,'LOW' + 'ER',3.3670161508706163e-05
74536,]initWithFrame,']initWithFrame',qwen,merge,']initWith' + 'Frame',3.367003367003367e-05
74538,ĠPoles,'ĠPoles',mistral,merge,'ĠPole' + 's',3.366972301104825e-05
74539,Ġplanks,'Ġplanks',deepseek_llm,merge,'Ġplan' + 'ks',3.3668422325016826e-05
74543,oluci,'oluci',deepseek_llm,merge,'ol' + 'uci',3.366663300003367e-05
74549,istries,'istries',bytedance_ouro,merge,'ist' + 'ries',3.366323301689894e-05
74551,Ġpitu,'Ġpitu',bytedance_ouro,merge,'Ġpit' + 'u',3.366209984178813e-05
74558,ĠresidÃ¨ncies,'ĠresidÃ¨ncies',deepseek_code,merge,'Ġresid' + 'Ã¨ncies',3.365643511039311e-05
74560,Ġcatedral,'Ġcatedral',deepseek_llm,merge,'Ġc' + 'atedral',3.365587873305162e-05
74561,ĠpÃłrquing,'ĠpÃłrquing',deepseek_code,merge,'ĠpÃłrqu' + 'ing',3.3655302392892e-05
74565,aksh,'aksh',bytedance_ouro,merge,'ak' + 'sh',3.3653037186606094e-05
74568,Ġsyndromes,'Ġsyndromes',mistral,merge,'Ġsyndrome' + 's',3.365054280549692e-05
74569,backends,'backends',deepseek_llm,merge,'back' + 'ends',3.365010166763003e-05
74574,âĨ³,'âĨ³',deepseek_llm,merge,'âĨ' + '³',3.36472643052274e-05
74575,Ġdeliverance,'Ġdeliverance',deepseek_llm,merge,'Ġdeliver' + 'ance',3.364685355056178e-05
74578,UILT,'UILT',qwen,merge,'UIL' + 'T',3.3646243396924736e-05
74582,Ġpostwar,'Ġpostwar',mistral,merge,'Ġpost' + 'war',3.364405012199554e-05
74586,OfMonth,'OfMonth',qwen,merge,'Of' + 'Month',3.364114985450203e-05
74592,Ĺ¯,'Ĺ¯',mistral,merge,'Ĺ' + '¯',3.363832077502691e-05
74596,arynge,'arynge',bytedance_ouro,merge,'ary' + 'nge',3.363605785401951e-05
74597,listdir,'listdir',bytedance_ouro,merge,'list' + 'dir',3.363492650768558e-05
74599,ForeColor,'ForeColor',qwen,merge,'Fore' + 'Color',3.363266404331887e-05
74601,conform,'conform',deepseek_llm,merge,'con' + 'form',3.363075466580944e-05
74606,odyn,'odyn',qwen,merge,'ody' + 'n',3.362757461118117e-05
74613,eventName,'eventName',deepseek_llm,merge,'event' + 'Name',3.362027145058808e-05
74619,ĠAppleWebKit,'ĠAppleWebKit',qwen,merge,'ĠApple' + 'WebKit',3.3617400366429666e-05
74621,Ġmediate,'Ġmediate',mistral,merge,'Ġmedi' + 'ate',3.3616249948963814e-05
74625,FromBody,'FromBody',qwen,merge,'From' + 'Body',3.3615140259172734e-05
74635,rmula,'rmula',deepseek_llm,merge,'rm' + 'ula',3.36089265308866e-05
74636,}}-,'}}-',deepseek_llm,merge,'}}' + '-',3.360842890206025e-05
74645,Ġbedrock,'Ġbedrock',bytedance_ouro,merge,'Ġbed' + 'rock',3.360327968009678e-05
74648,ĠzIndex,'ĠzIndex',qwen,merge,'Ġz' + 'Index',3.360102147105272e-05
74650,cephalus,'cephalus',deepseek_llm,merge,'ceph' + 'alus',3.3600121033871975e-05
74651,"""g","'""g'",qwen,merge,"'""' + 'g'",3.3599892480344065e-05
74653,ĠDrosophila,'ĠDrosophila',mistral,merge,'ĠD' + 'rosophila',3.35989579953294e-05
74661,Ġchuckled,'Ġchuckled',deepseek_llm,merge,'Ġchuck' + 'led',3.359526360367978e-05
74664,DELAY,'DELAY',deepseek_llm,merge,'DE' + 'LAY',3.3591710085228346e-05
74665,.StartPosition,'.StartPosition',qwen,merge,'.Start' + 'Position',3.359142746771024e-05
74667,roviral,'roviral',mistral,merge,'rov' + 'iral',3.3590629013053634e-05
74668,ĠMennon,'ĠMennon',bytedance_ouro,merge,'ĠM' + 'ennon',3.3588606744592236e-05
74671,Ġcarbox,'Ġcarbox',mistral,merge,'Ġcarb' + 'ox',3.35853901123803e-05
74672,allclose,'allclose',bytedance_ouro,merge,'all' + 'close',3.358522250209908e-05
74677,Ġmolasses,'Ġmolasses',deepseek_llm,merge,'Ġmol' + 'asses',3.358061689080128e-05
74678,ĠLoginComponent,'ĠLoginComponent',qwen,merge,'ĠLogin' + 'Component',3.358014741684716e-05
74685,.getConfig,'.getConfig',qwen,merge,'.get' + 'Config',3.3577892315699344e-05
74689,Ġcomposici,'Ġcomposici',deepseek_llm,merge,'Ġcompos' + 'ici',3.3576201188597525e-05
74692,Ġoverheard,'Ġoverheard',deepseek_llm,merge,'Ġover' + 'heard',3.357248022532183e-05
74696,.ReLU,'.ReLU',qwen,merge,'.Re' + 'LU',3.357112882920688e-05
74697,AmÃ¨rica,'AmÃ¨rica',deepseek_code,merge,'Am' + 'Ã¨rica',3.3570565328320126e-05
74699,iuseppe,'iuseppe',deepseek_llm,merge,'ius' + 'eppe',3.356816415106355e-05
74700,umbed,'umbed',deepseek_llm,merge,'um' + 'bed',3.356547017651966e-05
74701,ospor,'ospor',mistral,merge,'osp' + 'or',3.356479491172349e-05
74711,ĠUSGS,'ĠUSGS',bytedance_ouro,merge,'ĠUS' + 'GS',3.355254328278084e-05
74717,ĠcurrentDate,'ĠcurrentDate',qwen,merge,'Ġcurrent' + 'Date',3.354691536113254e-05
74718,ĠCleans,'ĠCleans',deepseek_llm,merge,'ĠCle' + 'ans',3.354674278392938e-05
74719,Ġhegemon,'Ġhegemon',bytedance_ouro,merge,'Ġhe' + 'gemon',3.354466472107611e-05
74722,Ġabsl,'Ġabsl',deepseek_llm,merge,'Ġabs' + 'l',3.354295403434901e-05
74728,"..."")","'..."")'",bytedance_ouro,merge,"'..' + '."")'",3.354128932716174e-05
74729,Ġcleanly,'Ġcleanly',deepseek_llm,merge,'Ġclean' + 'ly',3.353911587958491e-05
74730,ĠBDS,'ĠBDS',qwen,merge,'ĠB' + 'DS',3.353903944191038e-05
74733,ĠtypingsSlinky,'ĠtypingsSlinky',qwen,merge,'Ġtypings' + 'Slinky',3.353510286892805e-05
74734,Ġdescends,'Ġdescends',deepseek_llm,merge,'Ġdesc' + 'ends',3.353126920338056e-05
74740,customize,'customize',deepseek_llm,merge,'custom' + 'ize',3.3526692948523924e-05
74741,ogrÃłf,'ogrÃłf',deepseek_code,merge,'ogrÃł' + 'f',3.352667046635599e-05
74743,ĠFland,'ĠFland',deepseek_llm,merge,'ĠF' + 'land',3.3524991671795366e-05
74744,ĠFlanders,'ĠFlanders',deepseek_llm,merge,'ĠFland' + 'ers',3.925793163361256e-05
74745,Adams,'Adams',deepseek_llm,merge,'Ad' + 'ams',3.3524258152008165e-05
74751,setVisibility,'setVisibility',deepseek_llm,merge,'set' + 'Visibility',3.351894896133707e-05
74756,Ġboar,'Ġboar',deepseek_llm,merge,'Ġbo' + 'ar',3.3518622876700074e-05
74758,outcome,'outcome',deepseek_llm,merge,'out' + 'come',3.351828356236037e-05
74765,Ġarran,'Ġarran',deepseek_llm,merge,'Ġarr' + 'an',3.351359132486286e-05
74768,ĠEventEmitter,'ĠEventEmitter',qwen,merge,'ĠEvent' + 'Emitter',6.709383072226508e-05
74769,university,'university',deepseek_llm,merge,'un' + 'iversity',3.3512806970093944e-05
74771,(jButton,'(jButton',qwen,merge,'(j' + 'Button',3.351150282334411e-05
74774,bble,'bble',qwen,merge,'b' + 'ble',3.350925693222753e-05
74776,ituciÃ³,'ituciÃ³',deepseek_code,merge,'it' + 'uciÃ³',3.350869550648393e-05
74778,RING,'RING',deepseek_llm,merge,'R' + 'ING',3.350710846110736e-05
74780,haled,'haled',qwen,merge,'ha' + 'led',3.3506449991623385e-05
74781,folded,'folded',deepseek_llm,merge,'fold' + 'ed',3.350491418658885e-05
74789,elasticsearch,'elasticsearch',deepseek_llm,merge,'elastic' + 'search',3.350051344530433e-05
74790,Ġlevied,'Ġlevied',deepseek_llm,merge,'Ġlev' + 'ied',3.350029898784803e-05
74799,quitectÃ²nic,'quitectÃ²nic',deepseek_code,merge,'quitect' + 'Ã²nic',3.349073981044241e-05
74810,Ġteeming,'Ġteeming',bytedance_ouro,merge,'Ġte' + 'eming',3.34851326011251e-05
74812,Ġgiá»,'Ġgiá»',mistral,merge,'Ġgi' + 'á»',3.34817691766833e-05
74814,pictureBox,'pictureBox',qwen,merge,'p' + 'ictureBox',3.347952726907496e-05
74816,Ġrhetor,'Ġrhetor',deepseek_llm,merge,'Ġrhe' + 'tor',3.347834811218174e-05
74819,consciously,'consciously',bytedance_ouro,merge,'cons' + 'ciously',3.347728566167855e-05
74821,_UnityEngine,'_UnityEngine',qwen,merge,'_' + 'UnityEngine',3.34767253067305e-05
74827,phem,'phem',qwen,merge,'ph' + 'em',3.347504435443377e-05
74831,aleur,'aleur',qwen,merge,'ale' + 'ur',3.3471682956219036e-05
74837,ĠpObj,'ĠpObj',qwen,merge,'Ġp' + 'Obj',3.346888230667537e-05
74838,UCKET,'UCKET',qwen,merge,'UCK' + 'ET',3.346776217808196e-05
74848,ĠLesb,'ĠLesb',qwen,merge,'ĠLes' + 'b',3.3463842318375e-05
74855,/arch,'/arch',qwen,merge,'/' + 'arch',3.3457124694703736e-05
74856,Ġwasps,'Ġwasps',bytedance_ouro,merge,'Ġwas' + 'ps',3.3457124694703736e-05
74859,ĠFileUtils,'ĠFileUtils',qwen,merge,'ĠFile' + 'Utils',3.3456565014469964e-05
74870,campus,'campus',deepseek_llm,merge,'camp' + 'us',3.344825277110738e-05
74881,UserService,'UserService',qwen,merge,'User' + 'Service',3.343978331020415e-05
74886,ĠbritÃłnics,'ĠbritÃłnics',deepseek_code,merge,'Ġbrit' + 'Ãłnics',3.343587000133743e-05
74900,ournÃ©e,'ournÃ©e',mistral,merge,'ourn' + 'Ã©e',3.34229897958559e-05
74901,ĠAlz,'ĠAlz',deepseek_llm,merge,'ĠAl' + 'z',3.342099169474946e-05
74904,lifetime,'lifetime',deepseek_llm,merge,'lif' + 'etime',3.341981353545207e-05
74905,Ġushered,'Ġushered',deepseek_llm,merge,'Ġus' + 'hered',3.3419510165975274e-05
74917,Ġcouncill,'Ġcouncill',qwen,merge,'Ġc' + 'ouncill',3.341687552213868e-05
74918,kerja,'kerja',mistral,merge,'ker' + 'ja',3.341507580105138e-05
74920,modifiers,'modifiers',deepseek_llm,merge,'mod' + 'ifiers',3.341463689312933e-05
74921,xAA,'xAA',qwen,merge,'x' + 'AA',3.3413525795241913e-05
74922,eut,'eut',qwen,merge,'e' + 'ut',3.3412409368839586e-05
74936,Ġpsychoan,'Ġpsychoan',bytedance_ouro,merge,'Ġpsych' + 'oan',3.341017673983495e-05
74937,Ġkinship,'Ġkinship',mistral,merge,'Ġkins' + 'hip',3.340933952182581e-05
74939,ĠPyongyang,'ĠPyongyang',qwen,merge,'ĠPy' + 'ongyang',3.340906053721769e-05
74966,Ġreprint,'Ġreprint',qwen,merge,'Ġre' + 'print',5.017039851196002e-05
74968,Ġreprinted,'Ġreprinted',deepseek_llm,merge,'Ġre' + 'printed',3.8794690970160654e-05
74971,ĠinitialValue,'ĠinitialValue',qwen,merge,'Ġinitial' + 'Value',3.3407386373127097e-05
74974,PathComponent,'PathComponent',qwen,merge,'Path' + 'Component',3.3404038548260484e-05
74983,ulae,'ulae',mistral,merge,'ula' + 'e',3.340135104605116e-05
74985,ĠerrMsg,'ĠerrMsg',qwen,merge,'Ġerr' + 'Msg',3.339846033097874e-05
74986,_mono,'_mono',qwen,merge,'_m' + 'ono',3.339734491107957e-05
74988,Ġflamm,'Ġflamm',bytedance_ouro,merge,'Ġfl' + 'amm',3.3396787229068564e-05
74989,ĠErrorCode,'ĠErrorCode',qwen,merge,'ĠError' + 'Code',3.339511429477867e-05
74990,"""How","'""How'",mistral,merge,"'""' + 'How'",3.339082183715649e-05
74991,ĠTatto,'ĠTatto',qwen,merge,'ĠT' + 'atto',3.339065395595773e-05
74992,ĠRÃ©sumÃ©,'ĠRÃ©sumÃ©',deepseek_code,merge,'ĠR' + 'Ã©sumÃ©',3.339009649737888e-05
74993,Ġprecedes,'Ġprecedes',deepseek_llm,merge,'Ġpreced' + 'es',3.3389510487519486e-05
74994,Ġstenosis,'Ġstenosis',mistral,merge,'Ġsten' + 'osis',3.338823866168614e-05
74996,_InitStructure,'_InitStructure',qwen,merge,'_Init' + 'Structure',3.338675213675214e-05
74998,Ġvicar,'Ġvicar',deepseek_llm,merge,'Ġvic' + 'ar',3.338563268130102e-05
74999,Ġovulation,'Ġovulation',bytedance_ouro,merge,'Ġov' + 'ulation',3.338452293516726e-05
75000,herson,'herson',deepseek_llm,merge,'her' + 'son',3.338356812862519e-05
75001,Ġtriglycerides,'Ġtriglycerides',mistral,merge,'Ġtriglycer' + 'ides',3.338204029085392e-05
75002,Ġcountert,'Ġcountert',qwen,merge,'Ġcount' + 'ert',3.338062254861053e-05
75005,afÃ¼r,'afÃ¼r',qwen,merge,'af' + 'Ã¼r',3.3375609104866166e-05
75019,ĠMyBase,'ĠMyBase',qwen,merge,'ĠMy' + 'Base',3.3367813407187425e-05
75020,Ġassociating,'Ġassociating',deepseek_llm,merge,'Ġassoci' + 'ating',3.3367448870971447e-05
75021,Senate,'Senate',deepseek_llm,merge,'Sen' + 'ate',3.3366726248135305e-05
75023,Ġbearded,'Ġbearded',deepseek_llm,merge,'Ġbe' + 'arded',3.336564121658014e-05
75024,.setBackgroundColor,'.setBackgroundColor',qwen,merge,'.setBackground' + 'Color',3.3365586733842714e-05
75032,ĠpageNumber,'ĠpageNumber',qwen,merge,'Ġpage' + 'Number',3.336336035765522e-05
75033,AUDIO,'AUDIO',deepseek_llm,merge,'AUD' + 'IO',3.336264849989941e-05
75040,Ġpubb,'Ġpubb',qwen,merge,'Ġpub' + 'b',3.3358908496513995e-05
75044,Ġpoking,'Ġpoking',deepseek_llm,merge,'Ġp' + 'oking',3.335656662024378e-05
75048,Ġcomets,'Ġcomets',bytedance_ouro,merge,'Ġcom' + 'ets',3.33522329319948e-05
75051,ĠSwinger,'ĠSwinger',qwen,merge,'ĠSw' + 'inger',3.3350008337502086e-05
75052,ĠgetDate,'ĠgetDate',qwen,merge,'Ġget' + 'Date',3.3349452235247035e-05
75054,PirÃłmide,'PirÃłmide',deepseek_code,merge,'Pir' + 'Ãłmide',3.334889615153738e-05
75061,.ComponentModel,'.ComponentModel',qwen,merge,'.Component' + 'Model',0.0002894774931249095
75064,.CompilerServices,'.CompilerServices',qwen,merge,'.Compiler' + 'Services',4.640371229698376e-05
75066,ĠeventName,'ĠeventName',qwen,merge,'Ġevent' + 'Name',3.3343336334233605e-05
